image,pillars_and_stances,pillar,stance_list,stance
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4841.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4844.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4845.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4859.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4863.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4866.jpg,"['Economic Defence', ['Neutral', 'Against', 'Neutral']]",Economic Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4867.jpg,"['Civil Defence', ['Neutral', 'Neutral', 'Supportive']]",Civil Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4871.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4872.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4877.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4880.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4882.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Against']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4884.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4890.jpg,"['Economic Defence', ['Neutral', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4891.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4895.jpg,"['Military Defence', ['Supportive', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Supportive']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4896.jpg,"['Civil Defence', ['Neutral', 'Against', 'Against']]",Civil Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4899.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4912.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Supportive']]",Military Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4913.jpg,"['Economic Defence', ['Supportive', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Supportive']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4914.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Supportive']]",Military Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4915.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Supportive']]",Military Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4919.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Against']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4920.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Supportive']]",Military Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4926.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Against']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4927.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4929.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4930.jpg,"['Civil Defence', ['Against', 'Neutral', 'Against']]",Civil Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4931.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4939.jpg,"['Psychological Defence', ['Supportive', 'Neutral', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4951.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4956.jpg,"['Military Defence', ['Neutral', 'Supportive', 'Supportive']]",Military Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4959.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4963.jpg,"['Digital Defence', ['Against', 'Supportive', 'Supportive']]",Digital Defence,"['Against', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4966.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4968.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4973.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Against']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4976.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4981.jpg,"['Military Defence', ['Supportive', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Supportive']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_4989.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Against']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5007.jpg,"['Economic Defence', ['Neutral', 'Against', 'Neutral']]",Economic Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5014.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5017.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Supportive']]",Civil Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5019.jpg,"['Civil Defence', ['Against', 'Against', 'Neutral']]",Civil Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5023.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5038.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5039.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Supportive']]",Civil Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5040.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5044.jpg,"['Civil Defence', ['Against', 'Neutral', 'Neutral']]",Civil Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5046.jpg,"['Civil Defence', ['Against', 'Neutral', 'Neutral']]",Civil Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5053.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5057.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5061.jpg,"['Civil Defence', ['Against', 'Neutral', 'Neutral']]",Civil Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5064.jpg,"['Civil Defence', ['Against', 'Neutral', 'Neutral']]",Civil Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5071.jpg,"['Civil Defence', ['Against', 'Neutral', 'Neutral']]",Civil Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5076.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Neutral']]",Psychological Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5081.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Neutral']]",Psychological Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5083.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Against']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5090.jpg,"['Psychological Defence', ['Neutral', 'Against', 'Against']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5097.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5099.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5101.jpg,"['Psychological Defence', ['Neutral', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5102.jpg,"['Psychological Defence', ['Neutral', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5103.jpg,"['Psychological Defence', ['Neutral', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5135.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5154.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Supportive']]",Civil Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5167.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Supportive']]",Military Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5177.jpg,"['Military Defence', ['Supportive', 'Neutral', 'Supportive']]",Military Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5181.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5190.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Against']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5196.jpg,"['Social Defence', ['Neutral', 'Against', 'Against']]",Social Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5202.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5228.jpg,"['Psychological Defence', ['Neutral', 'Against', 'Against']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5242.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5248.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5259.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5269.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5275.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5281.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5282.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5286.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5288.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5290.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5308.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5313.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Neutral']]",Psychological Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5315.jpg,"['Digital Defence', ['Against', 'Neutral', 'Neutral']]",Digital Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5316.jpg,"['Digital Defence', ['Against', 'Neutral', 'Neutral']]",Digital Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5318.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5321.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5323.jpg,"['Civil Defence', ['Against', 'Neutral', 'Neutral']]",Civil Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5342.jpg,"['Psychological Defence', ['Against', 'Against', 'Neutral']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5344.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5355.jpg,"['Psychological Defence', ['Neutral', 'Against', 'Against']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5368.jpg,"['Military Defence', ['Neutral', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5373.jpg,"['Economic Defence', ['Neutral', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5383.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5385.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Against']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5437.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5447.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5453.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5456.jpg,"['Civil Defence', ['Neutral', 'Supportive', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5461.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5468.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5474.jpg,"['Social Defence', ['Against', 'Supportive', 'Against']]",Social Defence,"['Against', 'Against', 'Supportive']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5493.jpg,"['Civil Defence', ['Supportive', 'Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5497.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5508.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5510.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Neutral']]",Psychological Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5511.jpg,"['Military Defence', ['Against', 'Neutral', 'Against']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5512.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5523.jpg,"['Psychological Defence', ['Against', 'Neutral', 'Against']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5537.jpg,"['Civil Defence', ['Supportive', 'Supportive', 'Neutral']]",Civil Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5547.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5551.jpg,"['Military Defence', ['Neutral', 'Against', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5552.jpg,"['Psychological Defence', ['Supportive', 'Neutral', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5587.jpg,"['Psychological Defence', ['Neutral', 'Supportive', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral', 'Supportive']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5589.jpg,"['Psychological Defence', ['Neutral', 'Against', 'Against']]",Psychological Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5600.jpg,"['Civil Defence', ['Neutral', 'Supportive', 'Supportive']]",Civil Defence,"['Neutral', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5611.jpg,"['Digital Defence', ['Against', 'Neutral', 'Against']]",Digital Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5612.jpg,"['Digital Defence', ['Against', 'Neutral', 'Against']]",Digital Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5641.jpg,"['Psychological Defence', ['Supportive', 'Against', 'Against']]",Psychological Defence,"['Against', 'Against', 'Supportive']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5642.jpg,"['Social Defence', ['Against', 'Against', 'Supportive']]",Social Defence,"['Against', 'Against', 'Supportive']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5645.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5659.jpg,"['Military Defence', ['Against', 'Against', 'Neutral']]",Military Defence,"['Against', 'Against', 'Neutral']",Against
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5672.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5687.jpg,"['Psychological Defence', ['Supportive', 'Against', 'Supportive']]",Psychological Defence,"['Against', 'Supportive', 'Supportive']",Supportive
/content/drive/MyDrive/stance_detection_datasets_GPT/total_defense_memes/TD_Memes/img_5688.jpg,"['Military Defence', ['Against', 'Neutral', 'Neutral']]",Military Defence,"['Against', 'Neutral', 'Neutral']",Neutral
